agency_id,metric_key,value_numeric,value_text,unit,period_year,as_of_date,source_name,source_url,source_pub_date,confidence,notes
US-FL,licensure_required,,No,,2025,,Florida Certification Board Child Welfare Certification,https://flcertificationboard.org/new-child-welfare-certification-program/,,high,"No SW license; FL Child Welfare/CPI certification within 12 months"
US-FL,bls_social_workers_median_wage_usd,46690,,usd,2024,,BLS OEWS 21-1021 Florida,https://www.bls.gov/oes/current/oes211021.htm,,low,"FL median wage May 2024 per snippet; bls.gov not fetchable"
US-AK,caseworker_turnover_rate_pct,50,,pct,2024,,Alaska Beacon citing AK Div. of Legislative Audit OCS audit,https://alaskabeacon.com/2026/02/16/lawmakers-probe-ocs-management-following-audit-finding-agency-is-failing-to-implement-reforms/,2026-02-16,medium,"Audit: OCS turnover 'higher than 50 percent annually'"
US-AK,recommended_caseload_standard,13,,count,2024,,AK Division of Legislative Audit via Alaska Beacon,https://alaskabeacon.com/2026/02/16/lawmakers-probe-ocs-management-following-audit-finding-agency-is-failing-to-implement-reforms/,2026-02-16,medium,"Statutory average caseload cap of 13 families"
US-AK,pct_caseworkers_over_standard,70,,pct,2024,2024-03-01,AK Division of Legislative Audit via Alaska Beacon,https://alaskabeacon.com/2026/02/16/lawmakers-probe-ocs-management-following-audit-finding-agency-is-failing-to-implement-reforms/,2026-02-16,medium,"70% of experienced workers exceeded 13-family cap (Mar 2024)"
US-AK,supervisor_count,13,,count,2023,,Alaska Public Media (2023 OCS progress report),https://alaskapublic.org/news/health/2025-10-23/office-of-childrens-services-data-shows-racial-disparity-between-caseworkers-children-in-foster-care,2025-10-23,medium,"Implied from '13 supervisors' phrasing"
US-AK,children_in_foster_care,2500,,count,2024,,Alaska Beacon (federal trial coverage),https://alaskabeacon.com/2025/08/29/is-alaskas-foster-care-system-failing-children-a-federal-trial-underway-now-could-decide/,2025-08-29,medium,"Approx 2,500; rounded news figure"
US-AK,cps_referrals_annual,15000,,count,2024,,AK Division of Legislative Audit via Alaska's News Source,https://www.alaskasnewssource.com/2025/11/20/alaska-must-follow-law-state-lawmaker-says-audit-shows-ocs-not-doing-enough-help-children/,2025-11-20,medium,"'more than 15,000 reports a year'; lower bound"
US-AK,cps_investigations_annual,9000,,count,2024,,AK Division of Legislative Audit via Alaska's News Source,https://www.alaskasnewssource.com/2025/11/20/alaska-must-follow-law-state-lawmaker-says-audit-shows-ocs-not-doing-enough-help-children/,2025-11-20,medium,"'investigate over 9,000 individual reports'; lower bound"
US-AK,min_education_required,,Bachelor's degree in social/behavioral/health science or related (or 4 yrs equivalent),,2024,,State of Alaska job bulletin Protective Services Specialist I/II,https://www.governmentjobs.com/careers/alaska/jobs/newprint/1650351,2024,high,"Degree can be substituted by experience"
US-AK,bls_social_workers_median_wage_usd,50170,,usd,2024,2024-05-01,BLS OEWS 21-1021 Alaska via snippet,https://www.bls.gov/oes/current/oes211021.htm,2025,medium,"AK median wage; range $38,090-$89,210; from snippet"
US-AZ,budgeted_caseworker_positions,1406,,count,2020,,Arizona Auditor General Report 20-105,https://www.azauditor.gov/sites/default/files/2023-11/20-105_Report.pdf,2020-07,medium,"Appropriated caseworker positions; recurs in JLBC budget docs"
US-AZ,supervisor_count,218,,count,2020,,Arizona Auditor General Report 20-105,https://www.azauditor.gov/sites/default/files/2023-11/20-105_Report.pdf,2020-07,medium,"218 program supervisor positions, 99% filled"
US-AZ,avg_caseload_per_caseworker,15,,count,2025,,JLBC FY2026 Baseline - Department of Child Safety,https://www.azjlbc.gov/26baseline/dcs.pdf,2025,medium,"FY2025 avg out-of-home cases per FTE = 15 cases"
US-AZ,recommended_caseload_standard,15,,count,2020,,Arizona Auditor General Report 20-105,https://www.azauditor.gov/sites/default/files/2023-11/20-105_Report.pdf,2020-07,medium,"Investigations standard avg 15 reports; ongoing standard 25 children"
US-AZ,children_in_foster_care,8500,,count,2024,2024-08-01,DCS FY2026 Budget,https://dcs.az.gov/sites/default/files/DCS-Reports/FY2026%20-%20Combined%20Copy%20REVISED%209.6.24a.pdf,2024,medium,"Below 8500 as of Aug 2024, first time since Jan 2010"
US-AZ,caseworker_entry_salary_usd,47000,,usd,2025,,DCS Careers - Child Safety Specialist,https://dcs.az.gov/careers/search/child-safety-specialist,,high,"Entry salary after 22-week trainee period (trainee starts 45150)"
US-AZ,caseworker_salary_max_usd,57540,,usd,2025,,DCS Careers - Child Safety Specialist,https://dcs.az.gov/careers/search/child-safety-specialist,,medium,"Year-3 step on published advancement track"
US-AZ,min_education_required,,Bachelor's or Master's degree OR 4 years as DCS Case Aide,,2025,,DCS Child Safety Specialist Job Functions,https://dcs.az.gov/sites/default/files/media/DCSS-Job-Functions.pdf,,medium,"Degree not strictly required; alternative experience path"
US-WY,supervisor_turnover_rate_pct,32,,pct,2022,,Wyoming DFS CFSR Round 4 Statewide Assessment,https://acf.gov/sites/default/files/documents/cb/wy-cfsr-r4-swa.pdf,2023,medium,"Supervisor turnover rose from 29% (2021) to 32% (2022); from snippet"
US-WY,min_education_required,,Bachelor's degree (SW/sociology/psychology/criminal justice preferred),,2024,,State of Wyoming DFS Social Services Worker job postings,https://www.governmentjobs.com/careers/wyoming/jobs/5316894/social-services-worker-2026-01165,2024,medium,"Stated as preference plus experience alternative"
US-CT,cps_referrals_annual,65127,,count,2024,,CT News Junkie citing DCF Careline,https://ctnewsjunkie.com/2025/03/27/dcf-careline-received-an-average-of-178-reports-a-day-in-2024/,2025-03-27,high,"Total reports received by DCF Careline 2024"
US-CT,cps_investigations_annual,30318,,count,2024,,CT News Junkie citing DCF,https://ctnewsjunkie.com/2025/03/27/dcf-careline-received-an-average-of-178-reports-a-day-in-2024/,2025-03-27,high,"Reports accepted and investigated 2024 (down from 32452 in 2023)"
US-CT,caseworker_turnover_rate_pct,40,,pct,2025,,CT Mirror,https://ctmirror.org/2026/05/10/ct-dcf-staff-turnover/,2026-05-10,medium,"DCF-reported turnover citing 2024-2025 state data; per news"
US-CT,children_in_foster_care,3069,,count,2023,,fostercarecapacity.com,https://www.fostercarecapacity.com/states/connecticut,2024,medium,"Youth in foster care 2023 (peaked 4421 in 2019)"
US-CT,min_education_required,,Bachelor's in social work or related + 2 yrs experience (or Master's + 1 yr),,2024,,CT DAS/DCF Social Worker job bulletin,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241223&R2=7746SH&R3=100,2024,medium,"Per state Social Worker class spec; from snippet"
US-OR,children_in_foster_care,4458,,count,2024,2024-09-30,Oregon 2024 Child Welfare Data Book,https://www.oregon.gov/odhs/data/cwdata/cw-data-book-2024.pdf,2025,high,"In foster care as of Sep 30 2024; 6799 served during FFY2024"
US-OR,cps_referrals_annual,96246,,count,2024,,Oregon Child Abuse Hotline (ORCAH) Annual Report 2024,https://www.oregon.gov/odhs/data/cwdata/cw-orcah-annual-report-2024.pdf,2025,high,"Documented screening reports 2024 (of 176393 total contacts)"
US-OR,cps_investigations_annual,46483,,count,2024,,Oregon Child Abuse Hotline Annual Report 2024,https://www.oregon.gov/odhs/data/cwdata/cw-orcah-annual-report-2024.pdf,2025,high,"Reports resulting in CPS assessment 2024"
US-OR,caseworker_turnover_rate_pct,23,,pct,2016,,OPB citing OR Secretary of State audit,https://www.opb.org/news/article/oregon-child-welfare-audit-secretary-state/,2018,low,"2016 turnover from 2018 SOS audit; dated"
US-OR,recommended_caseload_standard,12,,count,2022,,KTVZ/ODHS reporting on caseload standards,https://ktvz.com/news/2024/01/30/oregon-child-welfare-reports-2023-prevention-safety-improvements-declining-foster-care-rolls/,2024-01-30,medium,"Recommended caseload of 12 children; standards set 2022"
US-OR,min_education_required,,Bachelor's degree (human services preferred) plus experience,,2024,,Oregon DAS Social Service Specialist 1 (6612) classification,https://apps.oregon.gov/DAS/Classification-Compensation/JobProfile/Title/SocialServiceSpecialist1/JobProfileCode/6612/Category/HumanServicesandMedical/MinimumQualifications,2024,medium,"Caseworker = Social Service Specialist 1"
US-NH,avg_caseload_per_caseworker,16,,count,2020,,DCYF 2020 Annual Data Book (DHHS news release),https://www.dhhs.nh.gov/news-and-media/second-annual-dcyf-data-book-shows-stability-dcyf-workforce-decrease-number-children,,medium,"Avg assessments per CPSW = 16 in 2020, down from 90 in 2016"
US-NH,recommended_caseload_standard,12,,count,2019,,NH Senate Democrats / NHPR coverage,https://www.nhsenatedemocrats.org/single-post/2019/05/02/New-Hampshire-House-Endorses-Senate-Bill-to-Address-DCYF-Caseworker-Shortage,2019-05-02,medium,"Nationally recommended ~12 cases per worker cited by NH officials"
US-NH,children_in_foster_care,1770,,count,2024,2024-06-30,NH DCYF 2025-2029 CFSP / APSR,https://www.dhhs.nh.gov/sites/g/files/ehbemt476/files/documents2/dcyf-nh-cfsp-2025-29-report.pdf,,medium,"1,770 in out-of-home placement SFY2024; from snippet"
US-NH,cps_referrals_annual,20000,,count,2024,,NH DCYF Child Protection Services / CFSP,https://www.dhhs.nh.gov/programs-services/child-protection-juvenile-justice/child-protection-services,,medium,"'more than 20,000' reports annually; approximate floor"
US-NH,bls_social_workers_employment,230,,count,2022,2022-05-01,BLS OEWS New Hampshire 21-1021,https://www.bls.gov/oes/2022/may/oes_nh.htm,,medium,"230 employed per May 2022 OEWS; from snippet"
US-ME,vacancy_rate_pct,18,,pct,2024,,Maine OPEGA report (via Portland Press Herald),https://www.pressherald.com/2024/02/23/watchdog-report-says-maine-fails-to-meet-federal-standards-when-returning-at-risk-children-to-their-families/,2024-02-23,high,"Statewide vacancy among permanency caseworkers; ranged 0-42% by district"
US-ME,caseworker_headcount,182,,count,2024,,Maine OPEGA report (via Portland Press Herald),https://www.pressherald.com/2024/02/23/watchdog-report-says-maine-fails-to-meet-federal-standards-when-returning-at-risk-children-to-their-families/,2024-02-23,medium,"Permanency (reunification) caseworkers; not total workforce"
US-ME,avg_caseload_per_caseworker,12,,count,2024,,Maine Government Oversight Committee testimony,https://www.pressherald.com/2024/02/23/watchdog-report-says-maine-fails-to-meet-federal-standards-when-returning-at-risk-children-to-their-families/,2024-02-23,low,"Approx statewide avg for permanency caseworkers"
US-ME,children_in_foster_care,2373,,count,2024,2024-12-31,Maine Monitor citing Maine OCFS data,https://themainemonitor.org/dhhs-moving-against-national-trends/,,medium,"In state custody Dec 31 2024; peaked 2579 July 2024"
US-ME,cps_referrals_annual,10700,,count,2022,,HHS OIG audit A-01-23-02500 (via Maine Monitor),https://oig.hhs.gov/reports/all/2024/maine-did-not-comply-with-screening-assessment-and-investigation-requirements-for-responding-to-reports-of-child-abuse-and-neglect/,2024-11,medium,"'more than 10,700' reports Oct 2021-Sep 2022; approximate"
US-ME,caseworker_entry_salary_usd,57512,,usd,2023,,Maine JobLink CPS Caseworker posting,https://joblink.maine.gov/jobs/439389,,medium,"Annualized from $27.65/hr (Grade 22 Step 3, incl $5/hr stipend)"
US-ME,caseworker_salary_max_usd,68370,,usd,2023,,Maine JobLink CPS Caseworker posting,https://joblink.maine.gov/jobs/439389,,medium,"Annualized from $32.87/hr top of posted range"
US-ME,min_education_required,,Bachelor's degree in social work or related field,,2023,,Maine JobLink CPS Caseworker posting,https://joblink.maine.gov/jobs/439389,,medium,"Per State Board determination"
US-ME,licensure_required,,Yes,,2023,,Maine JobLink CPS Caseworker posting,https://joblink.maine.gov/jobs/439389,,medium,"LSW (conditional or full) at hire required"
US-LA,caseworker_headcount,1541,,count,2024,2024-06-30,Louisiana Illuminator citing LLA audit,https://lailluminator.com/2025/06/10/louisiana-child-welfare/,2025-06-10,high,"Child Welfare Division total employees FY2024; fell to 1446 by Feb 2025"
US-LA,vacancy_count,140,,count,2025,2025-02-10,Louisiana Illuminator citing LLA audit,https://lailluminator.com/2025/06/10/louisiana-child-welfare/,2025-06-10,high,"Up from 118 in FY2023"
US-LA,caseworker_turnover_rate_pct,15.3,,pct,2024,2024-06-30,Louisiana Illuminator citing LLA audit,https://lailluminator.com/2025/06/10/louisiana-child-welfare/,2025-06-10,high,"Down from ~16% in FY2023"
US-LA,avg_caseload_per_caseworker,15.9,,count,2025,2025-01-31,Louisiana Illuminator citing LLA audit,https://lailluminator.com/2025/06/10/louisiana-child-welfare/,2025-06-10,high,"Active cases/month Jul 2024-Jan 2025; up from 9.3 in FY2023"
US-LA,recommended_caseload_standard,10,,count,2024,,Louisiana Illuminator citing LLA audit,https://lailluminator.com/2025/06/10/louisiana-child-welfare/,2025-06-10,medium,"Audit goal of 1:10 for CPS and foster care staff"
US-LA,children_in_foster_care,4400,,count,2024,2024-06-30,Louisiana Illuminator citing LLA audit,https://lailluminator.com/2025/06/10/louisiana-child-welfare/,2025-06-10,high,"~4,400/month FY2024"
US-LA,cps_investigations_annual,21901,,count,2024,2024-06-30,The Advocate/Illuminator citing LLA audit,https://lailluminator.com/2025/06/10/louisiana-child-welfare/,2025-06-10,high,"Child protection investigations FY2024"
US-LA,caseworker_entry_salary_usd,41350,,usd,2024,,State of Louisiana job posting,https://www.governmentjobs.com/careers/louisiana/dcfs/jobs/4927730/child-welfare-specialist-trn-1-2-3,2024-01-01,medium,"Child Welfare Specialist 1 SER; Trainee ~$36,525"
US-LA,min_education_required,,Bachelor's degree,,2024,,State of Louisiana job posting,https://www.governmentjobs.com/careers/louisiana/dcfs/jobs/4927730/child-welfare-specialist-trn-1-2-3,2024-01-01,medium,"Baccalaureate required for Child Welfare Specialist series"
US-LA,bls_social_workers_median_wage_usd,44220,,usd,2023,,BLS OEWS 21-1021 Louisiana via snippet,https://www.bls.gov/oes/2023/may/oes_la.htm,2024-04-01,low,"Range $33,940-$62,680; bls.gov blocks direct fetch"
US-OK,pct_caseworkers_over_standard,9.7,,pct,2024,2024-09-30,Oklahoma Pinnacle Plan Measures,https://oklahoma.gov/content/dam/ok/en/okdhs/documents/okdhs-pdf-library/pinnacle-plan/OK%20PP%20-%20%20Dec%202024.pdf,2024-12-31,medium,"90.3% met standard Jul-Sep 2024"
US-OK,supervisor_to_caseworker_ratio,5,,ratio,2024,2024-09-30,Oklahoma Pinnacle Plan / okpolicy.org,https://okpolicy.org/pinnacle-plan/,2024-12-31,medium,"Standard 5:1 or fewer; 88% of 350 supervisor units met as of 9/30/24"
US-OK,supervisor_count,350,,count,2024,2024-09-30,Oklahoma Pinnacle Plan Measures,https://oklahoma.gov/content/dam/ok/en/okdhs/documents/okdhs-pdf-library/pinnacle-plan/OK%20PP%20-%20%20Dec%202024.pdf,2024-12-31,medium,"350 supervisor units, 308 meeting standard"
US-OK,children_in_foster_care,5865,,count,2024,2024-10-01,111Project citing OKDHS,https://www.111project.org/2024/10/lessthan6000childreninthefostercaresystem/,2024-10-01,medium,"In OKDHS custody as of 10/1/2024"
US-OK,cps_investigations_annual,33603,,count,2022,,Oklahoma DHS annual report via readfrontier,https://www.readfrontier.org/stories/oklahoma-struggles-to-keep-workloads-managable-for-child-welfare-workers/,2023-01-01,low,"Investigations assigned SFY2022"
US-OK,min_education_required,,Bachelor's degree,,2024,,Oklahoma Human Services careers,https://oklahoma.gov/okdhs/careers/cwspecialist.html,2024-10-01,medium,"Bachelor's for Child Welfare Specialist I; Level III requires master's or bachelor's+experience"
US-OK,avg_tenure_years,1.75,,years,2024,,readfrontier citing OKDHS,https://www.readfrontier.org/stories/oklahoma-struggles-to-keep-workloads-managable-for-child-welfare-workers/,2023-01-01,low,"Worker 'shelf life' 18 months to 2 years; midpoint approximate"
US-SD,children_in_foster_care,1709,,count,2025,2025-06-30,SD DSS Child Protection Services by the Numbers SFY2025,https://dss.sd.gov/docs/statistics/Child_Protection_Data/2025_Annual_Data.pdf,,high,"End of SFY2025; corroborated by South Dakota Searchlight; 1201 Native American"
US-SD,caseworker_entry_salary_usd,76245,,usd,2025,,SD DSS Family Services Specialist posting (Pay Grade L),https://dss.sd.gov/keyresources/employment.aspx,,low,"Range $76,245-$81,095 Pay Grade L; may reflect senior positions; entry hourly ~$26.62/hr also seen"
US-SD,caseworker_salary_max_usd,81095,,usd,2025,,SD DSS Family Services Specialist posting (Pay Grade L),https://dss.sd.gov/keyresources/employment.aspx,,low,"Top of advertised range"
US-MS,budgeted_caseworker_positions,1700,,count,2023,2023-11-13,Magnolia Tribune,https://magnoliatribune.com/2023/11/13/mississippi-child-protective-services-focused-on-employee-retention-lowering-caseloads/,2023-11-13,medium,"~1,700 total agency positions (all professionals)"
US-MS,vacancy_count,57,,count,2023,2023-11-13,Magnolia Tribune,https://magnoliatribune.com/2023/11/13/mississippi-child-protective-services-focused-on-employee-retention-lowering-caseloads/,2023-11-13,medium,"~57 of ~1,700; 7 supervisory"
US-MS,supervisor_to_caseworker_ratio,5,,ratio,2023,2023-11-13,Magnolia Tribune,https://magnoliatribune.com/2023/11/13/mississippi-child-protective-services-focused-on-employee-retention-lowering-caseloads/,2023-11-13,medium,"Supervisors limited to 5 caseworkers"
US-MS,avg_caseload_per_caseworker,11.3,,count,2026,2026-03-31,Mississippi Today,https://mississippitoday.org/2026/05/11/olivia-y-foster-care-dismiss/,2026-05-11,high,"Statewide average per Olivia Y dismissal filing"
US-MS,recommended_caseload_standard,14,,count,2023,2023-11-13,Magnolia Tribune,https://magnoliatribune.com/2023/11/13/mississippi-child-protective-services-focused-on-employee-retention-lowering-caseloads/,2023-11-13,medium,"Olivia Y / agency caseload cap of 14"
US-MS,pct_caseworkers_over_standard,10,,pct,2026,2026-03-31,Mississippi Today,https://mississippitoday.org/2026/05/11/olivia-y-foster-care-dismiss/,2026-05-11,high,"Derived: 90% met standard as of 3/31/2026"
US-MS,children_in_foster_care,4000,,count,2025,2025-08-08,DeSoto County News citing MDCPS,https://desotocountynews.com/desoto-county-news/over-4000-children-in-state-custody-across-mississippi-desoto-county-among-highest/,2025-08,medium,"More than 4,000 in MDCPS custody Aug 2025"
US-MS,min_education_required,,Bachelor's degree in social work or related field,,2024,,MDCPS Join Our Team,https://www.mdcps.ms.gov/join-our-team,,medium,"Bachelor's in SW/psychology/sociology/related; from snippet"
US-MS,bls_social_workers_median_wage_usd,44690,,usd,2024,,BLS OEWS 21-1021 Mississippi via snippet,https://www.bls.gov/oes/current/oes211021.htm,2025,low,"Median May 2024 per snippet; conflicting snippets; verify against BLS"
US-MI,caseworker_entry_salary_usd,49795,,usd,2025,,MDHHS Services Specialist (Michigan Civil Service),https://www.michigan.gov/-/media/Project/Websites/mdcs/JOBSPECS/S/ServicesSpecialist.pdf,,medium,"Entry Services Specialist (CPS/FC) range start"
US-MI,caseworker_salary_max_usd,73778,,usd,2025,,MDHHS Services Specialist (Michigan Civil Service),https://www.michigan.gov/-/media/Project/Websites/mdcs/JOBSPECS/S/ServicesSpecialist.pdf,,medium,"Top of advertised range; not a lifetime max"
US-MI,min_education_required,,Bachelor's degree (any major) with 30 semester credits in human services,,2025,,Michigan Civil Service Services Specialist job specification,https://www.michigan.gov/-/media/Project/Websites/mdcs/JOBSPECS/S/ServicesSpecialist.pdf,,medium,"BSW not strictly required"
US-MI,licensure_required,,No,,2025,,Michigan Civil Service Services Specialist specification,https://www.michigan.gov/-/media/Project/Websites/mdcs/JOBSPECS/S/ServicesSpecialist.pdf,,medium,"Entry role does not require SW licensure"
US-MI,annual_preservice_training_hours,270,,hours,2025,,MDHHS Careers / Services Specialist internship,https://www.michigan.gov/mdhhs/inside-mdhhs/mdhhscareers/services-specialist-internship-opportunity,,high,"8-week, 270-hour competency-based pre-service training"
US-MI,children_in_foster_care,10000,,count,2024,,MDHHS newsroom,https://www.michigan.gov/mdhhs/inside-mdhhs/newsroom/2026/05/05/mdhhs-director-hosts-foster-care-month-roundtable,,medium,"Approx 10,000, down from ~14,000 in 2018; rounded"
US-MI,cps_investigations_annual,75200,,count,2024,,Detroit News citing MDHHS,https://eu.detroitnews.com/story/news/local/michigan/2025/11/20/michigan-child-abuse-probes-drop-18-percent-2017-welfare-workers-concerned-upper-peninsula/87214172007/,2025-11-20,medium,"CPS complaints investigated 2024; down 18% from 92,000 in 2017"
US-MI,recommended_caseload_standard,15,,count,2023,,Children's Rights / MISEP monitoring (Dwayne B. v. Whitmer),https://www.childrensrights.org/news-voices/michigan-monitoring-report-shows-progress-in-some-areas-but-critical-safety-concerns-still-plague-the-system,,low,"MISEP adoption-worker standard: no more than 15 children"
US-MI,bls_social_workers_employment,15690,,count,2024,,Michigan Center for Data and Analytics citing BLS OEWS 21-1021,https://www.michigan.gov/mcda/labor-market-information/michigans-labor-market-news/2025/12/12/dec25-child-family-school-social-workers,2025-12-12,high,"Statewide all employers, not just MDHHS"
US-MI,bls_social_workers_median_wage_usd,59030,,usd,2024,,Michigan Center for Data and Analytics citing BLS OEWS 21-1021,https://www.michigan.gov/mcda/labor-market-information/michigans-labor-market-news/2025/12/12/dec25-child-family-school-social-workers,2025-12-12,medium,"MCDA median $28.38/hr annualized"
US-RI,supervisor_to_caseworker_ratio,5,,ratio,2021,,RI DCYF Family Services org structure (legislative docs),"https://www.rilegislature.gov/Special/comdoc/Senate%20Finance%205212020/Department%20of%20Children,%20Youth,%20and%20Families.pdf",,medium,"Each unit = one supervisor and five social caseworkers"
US-RI,caseworker_turnover_rate_pct,18.3,,pct,2022,,RI DCYF Accreditation 60-Day Report (Apr-Jun 2022),https://dcyf.ri.gov/media/2931/download?language=en,2022,medium,"Agency-wide attrition CY2022 (110 staff); not caseworker-specific"
US-RI,recommended_caseload_standard,15,,count,2014,,Office of Child Advocate / CWLA (via Children's Rights complaint),https://www.childrensrights.org/wp-content/uploads/1970/01/RI-third-amended-complaint-2015-08-24-File-Stamped-Third-Amended-Complaint-ECF-No-529-2-2.pdf,2015,medium,"2014: max caseload reduced from 18 to 15 children/worker; older"
US-RI,children_in_foster_care,970,,count,2024,,RI KIDS COUNT 2024 Factbook,https://rikidscount.org/wp-content/uploads/2024/08/2024-Rhode-Island-KIDS-COUNT-Factbook.pdf,2024,medium,"970 in foster care 2024 (vs 1400 in June 2020); from snippet"
US-RI,cps_referrals_annual,15670,,count,2023,,RI KIDS COUNT 2024 Factbook,https://rikidscount.org/wp-content/uploads/2024/04/child-neglect-and-abuse_2024fb.pdf,2024,medium,"15,670 maltreatment reports 2023"
US-RI,cps_investigations_annual,4752,,count,2023,,RI KIDS COUNT 2024 Factbook,https://rikidscount.org/wp-content/uploads/2024/04/child-neglect-and-abuse_2024fb.pdf,2024,medium,"4,752 completed investigations 2023"
US-RI,caseworker_entry_salary_usd,59227,,usd,2024,,State of RI Social Caseworker II civil service announcement,https://www.governmentjobs.com/careers/rhodeisland/jobs/4203340/social-caseworker-ii-civil-service-examination-announcement,,medium,"SCWII range $59,227-$67,895 (Local 580 at DCYF)"
US-RI,caseworker_salary_max_usd,67895,,usd,2024,,State of RI Social Caseworker II civil service announcement,https://www.governmentjobs.com/careers/rhodeisland/jobs/4203340/social-caseworker-ii-civil-service-examination-announcement,,medium,"Top of DCYF Local 580 SCWII range"
US-RI,min_education_required,,Bachelor's degree (SW/Psychology/Sociology/Human Services/Criminal Justice) + experience,,2024,,State of RI Child Protective Investigator civil service announcement,https://www.governmentjobs.com/careers/rhodeisland/jobs/4203284-0/child-protective-investigator-civil-service-examination-announcement,,medium,"CPI title: Bachelor's + 2-3 yrs human services casework"
US-KY,vacancy_count,312,,count,2023,2023-06-07,DCBS recruitment update (legislative testimony),https://apps.legislature.ky.gov/CommitteeDocuments/372/26867/Jun%207%202023%20DCBS%20Friedlander%20PowerPoint.pdf,2023-06-07,medium,"Child welfare social worker vacancies; reduced to 54 by 2025"
US-KY,vacancy_count,54,,count,2025,,DCBS recruitment update,https://www.chfs.ky.gov/agencies/dcbs/Pages/jobs.aspx,,low,"Reduction from 312 (2023) to 54 (2025); source doc not directly retrieved"
US-KY,caseworker_turnover_rate_pct,20,,pct,2021,,Hoptown Chronicle citing DCBS,https://hoptownchronicle.org/kentucky-reverses-loss-of-social-workers-in-child-and-adult-protective-services/,,medium,"Over 20% DCBS-wide 2021; P&P exceeded 30% in some areas"
US-KY,caseworker_turnover_rate_pct,7,,pct,2022,,Hoptown Chronicle citing DCBS,https://hoptownchronicle.org/kentucky-reverses-loss-of-social-workers-in-child-and-adult-protective-services/,,medium,"Through end of July 2022 just over 7%"
US-KY,avg_caseload_per_caseworker,25,,count,2022,,KY LRC Research Report RR342,https://apps.legislature.ky.gov/lrc/publications/ResearchReports/RR342.pdf,,medium,"Statewide average frequently exceeds 25 per worker"
US-KY,recommended_caseload_standard,18,,count,2022,,KY LRC Research Report RR342 (COA standard),https://apps.legislature.ky.gov/lrc/publications/ResearchReports/RR342.pdf,,high,"COA recommends caseloads not exceed 18 per worker"
US-KY,caseworker_entry_salary_usd,41946,,usd,2023,2023-06-07,DCBS recruitment update (Friedlander),https://apps.legislature.ky.gov/CommitteeDocuments/372/26867/Jun%207%202023%20DCBS%20Friedlander%20PowerPoint.pdf,2023-06-07,medium,"Starting salary raised from $26,483 to $41,946"
US-KY,bls_social_workers_median_wage_usd,43510,,usd,2024,,KYSTATS/BLS OEWS 21-1021 Kentucky,https://kystats.ky.gov/careerexplorer/Career?soccode=21-1021,,low,"KY median SOC 21-1021; year approximate"
US-KY,bls_social_workers_mean_wage_usd,45710,,usd,2024,,KYSTATS/BLS OEWS 21-1021 Kentucky,https://kystats.ky.gov/careerexplorer/Career?soccode=21-1021,,low,"KY mean SOC 21-1021; year approximate"
US-KY,min_education_required,,Bachelor's degree,,2025,,Kentucky Personnel Cabinet Class Spec - Social Service Worker I,https://personnel.ky.gov/Class%20Spec%20Documents/20001125.pdf,2025-09,high,"Bachelor's in SW/sociology/psychology/related"
US-KY,licensure_required,,No,,2025,,Kentucky Personnel Cabinet Class Spec - Social Service Worker I,https://personnel.ky.gov/Class%20Spec%20Documents/20001125.pdf,2025-09,medium,"No SW licensure for SSW I; valid driver's license required"
US-TX,recommended_caseload_standard,14.5,,count,2024,,DFPS Rider 45 Conservatorship Caseload Report,https://www.dfps.texas.gov/About_DFPS/Reports_and_Presentations/Rider_Reports/documents/2023/2023-06-30_Rider_45_Conservatorship_Caseload.pdf,2023-06-30,medium,"Conservatorship target 14.5; other programs differ"
US-TX,avg_caseload_per_caseworker,10.7,,count,2024,2024-02-29,DFPS Data Book Average Daily Caseload,https://www.dfps.texas.gov/About_DFPS/Data_Book/Employee_Statistics/CPS/CPS-Caseload.asp,2024,medium,"FY2024 Q2 conservatorship avg daily per worker"
US-TX,caseworker_turnover_rate_pct,20.5,,pct,2025,2025-03-31,DFPS Rider 8 Human Resources Management Plan,https://www.dfps.texas.gov/About_DFPS/Reports_and_Presentations/Rider_Reports/documents/2025/2025-03-31_Rider_8_Report.pdf,2025-03-31,medium,"Agency-wide turnover FY2025 Q1 excl CBC"
US-TX,children_in_foster_care,17520,,count,2025,,Who Cares / The Imprint (AFCARS-based),https://www.fostercarecapacity.com/states/texas,2025,medium,"Approx FY2025; second-largest state caseload"
US-TX,caseworker_entry_salary_usd,45800,,usd,2026,2026-06-18,DFPS Jobs CPS caseworker salary range,https://www.dfps.texas.gov/Jobs/CPS/default.asp,2026,medium,"Starting range $3,816.65-$5,372.41/month"
US-TX,caseworker_salary_max_usd,64469,,usd,2026,2026-06-18,DFPS Jobs CPS caseworker salary range,https://www.dfps.texas.gov/Jobs/CPS/default.asp,2026,medium,"Top of starting monthly range"
US-TX,min_education_required,,Bachelor's degree preferred; equivalent education/experience accepted,,2026,,DFPS Jobs CPS caseworker qualifications,https://www.dfps.texas.gov/Jobs/CPS/default.asp,2026,medium,"Bachelor's preferred any field; substitutions allowed"
US-TX,licensure_required,,No,,2026,,DFPS Jobs CPS caseworker qualifications,https://www.dfps.texas.gov/Jobs/CPS/default.asp,2026,medium,"No LBSW/LMSW required"
